date,sales
2020-05-19,162.95369600700323
2020-05-20,154.71959386798008
2020-05-21,193.05250120081354
2020-05-22,187.30835168800022
2020-05-23,196.37621239000828
2020-05-24,231.0298652214726
2020-05-25,201.93882943073478
2020-05-26,164.4661514390738
2020-05-27,204.7275692941196
2020-05-28,155.72524185091766
2020-05-29,172.4595535750306
2020-05-30,179.96619084954926
2020-05-31,215.22979133537814
2020-06-01,165.69210838657116
2020-06-02,163.67527554115833
2020-06-03,177.8446326577416
2020-06-04,166.14677351439084
2020-06-05,201.5449590295179
2020-06-06,157.00298500472525
2020-06-07,155.23531986972796
2020-06-08,169.00530471875658
2020-06-09,167.372237830827
2020-06-10,215.48911300095594
2020-06-11,195.44711396383272
2020-06-12,177.76482793436412
2020-06-13,151.0553174692747
2020-06-14,191.9968730944452
2020-06-15,154.6464962185622
2020-06-16,143.29241891089376
2020-06-17,197.48156788479142
2020-06-18,179.5892955673792
2020-06-19,191.19367886861073
2020-06-20,178.67395097319675
2020-06-21,188.95599175264246
2020-06-22,158.31618581288637
2020-06-23,150.16674684592093
2020-06-24,183.996239877531
2020-06-25,153.8069945155303
2020-06-26,155.59337618243129
2020-06-27,159.78150494155463
2020-06-28,168.74837490267203
2020-06-29,160.82465808269112
2020-06-30,139.91061760418347
2020-07-01,154.0420000526168
2020-07-02,121.95090217957018
2020-07-03,178.42831888133324
2020-07-04,133.3876439134376
2020-07-05,142.8468748225934
2020-07-06,165.48447990665136
2020-07-07,149.15770166807175
2020-07-08,194.31843744246095
2020-07-09,137.11184562696593
2020-07-10,167.82274703870684
2020-07-11,161.21097928989414
2020-07-12,138.15208386392075
2020-07-13,171.49946862963205
2020-07-14,157.125904315894
2020-07-15,175.51870102872448
2020-07-16,176.08244437486258
2020-07-17,202.4102114725011
2020-07-18,185.41308915570767
2020-07-19,150.84008300807022
2020-07-20,152.98172193593672
2020-07-21,179.31272214441526
2020-07-22,169.97991012246783
2020-07-23,169.23749193066894
2020-07-24,123.66132560244354
2020-07-25,155.08510523170938
2020-07-26,140.38802223126956
2020-07-27,160.3302101422044
2020-07-28,152.3580849530864
2020-07-29,172.12057225355215
2020-07-30,159.8640144909091
2020-07-31,168.8558462611742
2020-08-01,143.41774657107456
2020-08-02,133.4814713125775
2020-08-03,143.80131651324052
2020-08-04,151.30167938477973
2020-08-05,158.8729779832869
2020-08-06,196.13226881494785
2020-08-07,149.76559435216348
2020-08-08,131.1651936325513
2020-08-09,143.04672809515182
2020-08-10,140.38583018824528
2020-08-11,158.98808102825294
2020-08-12,118.25272586891809
2020-08-13,150.0538274952478
2020-08-14,151.6485379110275
2020-08-15,152.90193380888041
2020-08-16,136.06216934821057
2020-08-17,143.01068775801144
2020-08-18,119.05916895620763
2020-08-19,137.45606343416193
2020-08-20,136.2582875505538
2020-08-21,155.24072553684292
2020-08-22,123.61160135000426
2020-08-23,162.18621813871164
2020-08-24,176.2905933627971
2020-08-25,104.85164464943551
2020-08-26,154.63891131267263
2020-08-27,159.5263868374688
2020-08-28,133.12621839473593
2020-08-29,137.82864052613616
2020-08-30,143.02810644478782
2020-08-31,139.65419929714108
2020-09-01,139.36684477491568
2020-09-02,111.97703056970083
2020-09-03,168.5067788628179
2020-09-04,167.02871780627407
2020-09-05,129.15853200561781
2020-09-06,116.10018604882794
2020-09-07,155.86631713932752
2020-09-08,133.959202210979
2020-09-09,148.35766123506457
2020-09-10,139.1894556665274
2020-09-11,159.47810597973657
2020-09-12,159.6275888040184
2020-09-13,131.31998433436587
2020-09-14,118.27810858154685
2020-09-15,114.4142799675567
2020-09-16,158.4225705770596
2020-09-17,122.59407396263805
2020-09-18,136.4056111358325
2020-09-19,134.80079720579295
2020-09-20,145.87538583634054
2020-09-21,108.41535254926188
2020-09-22,151.1453453922961
2020-09-23,158.09106704870086
2020-09-24,149.639845852865
2020-09-25,141.9265543899911
2020-09-26,150.37989842031558
2020-09-27,156.71520585583434
2020-09-28,93.59959288216967
2020-09-29,188.50166272425332
2020-09-30,157.5320609182819
2020-10-01,137.04361556636331
2020-10-02,142.64912840181967
2020-10-03,160.73425279321876
2020-10-04,148.9433647734066
2020-10-05,111.07257340448741
2020-10-06,193.4117156390055
2020-10-07,150.361396533484
2020-10-08,173.4407455899034
2020-10-09,139.67607692008153
2020-10-10,184.73906439900662
2020-10-11,160.2474751776839
2020-10-12,167.22114221702444
2020-10-13,134.67740144652691
2020-10-14,180.3580656834348
2020-10-15,170.49864665017523
2020-10-16,183.32070396426496
2020-10-17,145.3178326729141
2020-10-18,148.86908616420266
2020-10-19,205.1921748055878
2020-10-20,138.55182764453153
2020-10-21,157.68546336331138
2020-10-22,183.8085228885332
2020-10-23,163.7052690566158
2020-10-24,174.10365989416565
2020-10-25,155.1630674940603
2020-10-26,171.274171409056
2020-10-27,138.47696057857195
2020-10-28,198.51788416892967
2020-10-29,163.75297830345679
2020-10-30,153.28678216970013
2020-10-31,181.00507221466074
2020-11-01,159.26293145259402
2020-11-02,142.60479791337676
2020-11-03,143.18084832378614
2020-11-04,184.82834726062643
2020-11-05,168.61141590072106
2020-11-06,169.99102498868325
2020-11-07,195.09412764686445
2020-11-08,151.8888037267523
2020-11-09,160.7095519325437
2020-11-10,168.53485881920955
2020-11-11,179.04023451309828
2020-11-12,177.24175654369856
2020-11-13,173.29049176199342
2020-11-14,178.74965360493528
2020-11-15,178.80074372538456
2020-11-16,167.52997304533156
2020-11-17,166.6477758403378
2020-11-18,189.3937169890872
2020-11-19,167.09083500788415
2020-11-20,162.77758114799548
2020-11-21,180.70400112019186
2020-11-22,184.83108024554784
2020-11-23,234.1626812347284
2020-11-24,175.9870117330106
2020-11-25,210.00784922852634
2020-11-26,207.15662407501617
2020-11-27,169.5125772466767
2020-11-28,209.8433397839224
2020-11-29,171.7954424442945
2020-11-30,143.3921404675513
2020-12-01,209.81204220293304
2020-12-02,163.68522235285343
2020-12-03,208.94619852202595
2020-12-04,187.3786345929383
2020-12-05,235.38785273463202
2020-12-06,224.71142109771344
2020-12-07,195.42409450833566
2020-12-08,191.89158431656102
2020-12-09,182.52902844655196
2020-12-10,199.15984170195057
2020-12-11,203.5441423768781
2020-12-12,203.03534009147495
2020-12-13,214.64600674021273
2020-12-14,224.26959598177996
2020-12-15,220.88376573804408
2020-12-16,199.80333804460057
2020-12-17,187.5297103058627
2020-12-18,244.77903619768583
2020-12-19,204.905563005068
2020-12-20,206.8578610022881
2020-12-21,210.69192184170754
2020-12-22,185.46883006410957
2020-12-23,213.9875402176366
2020-12-24,215.17273718263593
2020-12-25,238.393633605914
2020-12-26,241.17775236034288
2020-12-27,228.5074425603308
2020-12-28,248.2934270434978
2020-12-29,237.68095882091532
2020-12-30,231.79372648983747
2020-12-31,236.5518966992978
2021-01-01,230.74622807314998
2021-01-02,227.88801724110755
2021-01-03,231.65553636757556
2021-01-04,215.67441525866107
2021-01-05,245.06689139479641
2021-01-06,220.81772680903129
2021-01-07,258.73343848534444
2021-01-08,238.13047476500134
2021-01-09,245.32634523242592
2021-01-10,255.427694104556
2021-01-11,259.62922296693677
2021-01-12,216.55965179793083
2021-01-13,245.04019390775073
2021-01-14,267.984705126388
2021-01-15,217.6183337552921
2021-01-16,260.52159957638736
2021-01-17,208.85621605142043
2021-01-18,234.70460015918908
2021-01-19,257.1100667241617
2021-01-20,224.3811123396593
2021-01-21,238.97815756518125
2021-01-22,230.41939000896056
2021-01-23,293.98102877368314
2021-01-24,265.4594111910499
2021-01-25,274.6712391123267
2021-01-26,260.01632784552896
2021-01-27,258.53917914384
2021-01-28,234.4096736077383
2021-01-29,262.02688539010154
2021-01-30,253.75117071468878
2021-01-31,287.24955992502726
2021-02-01,294.01564875165724
2021-02-02,301.6199607422798
2021-02-03,290.42622910513984
2021-02-04,262.48073053728336
2021-02-05,253.2060922183223
2021-02-06,291.91891304943306
2021-02-07,284.7643117273482
2021-02-08,243.31147708430188
2021-02-09,286.82645637883627
2021-02-10,297.0323767846114
2021-02-11,282.9360417825045
2021-02-12,279.0622034118714
2021-02-13,267.6060613029202
2021-02-14,255.8139118590315
2021-02-15,301.72577640225916
2021-02-16,280.5021961243843
2021-02-17,282.9690978260012
2021-02-18,323.23590483553915
2021-02-19,303.20348607709366
2021-02-20,297.85071168945365
2021-02-21,294.18479578057116
2021-02-22,322.64124398009494
2021-02-23,327.5192012876513
2021-02-24,312.5917127142052
2021-02-25,306.5082738309787
2021-02-26,253.82172103572
2021-02-27,299.0259065115995
2021-02-28,294.77456024136075
2021-03-01,300.0684040540129
2021-03-02,317.85017783909456
2021-03-03,244.98277707323834
2021-03-04,289.16416639123474
2021-03-05,306.7094831889159
2021-03-06,292.7222581323332
2021-03-07,274.4554907520358
2021-03-08,320.89388832528476
2021-03-09,309.7595184844894
2021-03-10,285.49380555545827
2021-03-11,311.8923151205039
2021-03-12,322.69392353078473
2021-03-13,307.02037549369135
2021-03-14,323.5641218833776
2021-03-15,309.74224163648154
2021-03-16,300.8825031478339
2021-03-17,286.19447696570336
2021-03-18,308.245767967755
2021-03-19,314.4173655378013
2021-03-20,328.6008531289472
2021-03-21,309.32025176940664
2021-03-22,321.2943773912482
2021-03-23,293.3629030779015
2021-03-24,297.4970096743468
2021-03-25,311.42158933054145
2021-03-26,293.0018877088329
2021-03-27,330.9497650013412
2021-03-28,324.2430104929215
2021-03-29,320.98313840042175
2021-03-30,322.5853319247505
2021-03-31,356.61934199079093
2021-04-01,307.197595693227
2021-04-02,272.90764649213213
2021-04-03,321.2692540453565
2021-04-04,316.6031478367307
2021-04-05,307.5820068734268
2021-04-06,298.6581743845513
2021-04-07,309.73859840666313
2021-04-08,322.42203113905134
2021-04-09,308.9970860817991
2021-04-10,367.5459668011221
2021-04-11,300.31563036781165
2021-04-12,303.8775876507818
2021-04-13,274.167187891573
2021-04-14,325.1544167452912
2021-04-15,279.9672749923528
2021-04-16,309.6625910042611
2021-04-17,315.0802080611972
2021-04-18,306.5267196602809
2021-04-19,355.6121883121193
2021-04-20,340.8219485620784
2021-04-21,347.4020732343654
2021-04-22,303.4422662862389
2021-04-23,343.719949988309
2021-04-24,331.1117239863056
2021-04-25,336.6497660299313
2021-04-26,341.82677063744376
2021-04-27,303.06558455778367
2021-04-28,312.743968281571
2021-04-29,338.4584393260802
2021-04-30,268.0571781108676
2021-05-01,351.3861241622726
2021-05-02,332.11929106564264
2021-05-03,320.0668694569351
2021-05-04,325.302742969098
2021-05-05,300.1930020947066
2021-05-06,313.6795732380206
2021-05-07,342.55861673396356
2021-05-08,346.3757609634849
2021-05-09,374.19024524496854
2021-05-10,318.62591723654657
2021-05-11,306.76035734412415
2021-05-12,309.4622627362525
2021-05-13,299.1903120900312
2021-05-14,317.7871104464438
2021-05-15,326.7809281310538
2021-05-16,318.21269870329604
2021-05-17,340.58511285246476
2021-05-18,313.72403755490103
2021-05-19,311.19924646497543
2021-05-20,306.2527095182191
2021-05-21,284.94530998416616
2021-05-22,285.9528606277139
2021-05-23,293.42575837274575
2021-05-24,342.7288644908224
2021-05-25,334.2877784820584
2021-05-26,343.5552106091501
2021-05-27,289.0763437736459
2021-05-28,276.004229598761
2021-05-29,301.82345260197644
2021-05-30,318.1807353552957
2021-05-31,324.27007573392075
2021-06-01,334.87998128023435
2021-06-02,319.22297306381626
2021-06-03,348.00039209269613
2021-06-04,308.297558956
2021-06-05,294.0839895598852
2021-06-06,278.31058419543837
2021-06-07,293.7385990893743
2021-06-08,315.937398166681
2021-06-09,292.89181503093386
2021-06-10,328.96665452865466
2021-06-11,338.0385852793996
2021-06-12,261.95539833546155
2021-06-13,326.17840718916443
2021-06-14,263.65086572651285
2021-06-15,316.0141176014926
2021-06-16,332.0185854636526
2021-06-17,308.35142749795034
2021-06-18,280.98999319813083
2021-06-19,294.4012116407722
2021-06-20,300.3998223334517
2021-06-21,301.50781717212305
2021-06-22,300.61209419688936
2021-06-23,301.98728142875717
2021-06-24,307.9672838234351
2021-06-25,279.037048057676
2021-06-26,297.87730847336434
2021-06-27,332.5907117523489
2021-06-28,294.0392165926539
2021-06-29,292.36114777799014
2021-06-30,322.3069228801619
2021-07-01,249.064008115726
2021-07-02,323.37987058315775
2021-07-03,286.61894803401947
2021-07-04,302.04070180795765
2021-07-05,300.1943020629197
2021-07-06,316.6238740391731
2021-07-07,291.9304000045245
2021-07-08,283.2309632363706
2021-07-09,322.2592329677901
2021-07-10,248.53158664223284
2021-07-11,295.73665262188223
2021-07-12,267.8887786994957
2021-07-13,279.1358009871991
2021-07-14,334.1152979029351
2021-07-15,292.5243148086673
2021-07-16,296.847088571949
2021-07-17,256.84756870610886
2021-07-18,277.4349703244193
2021-07-19,295.48820111482814
2021-07-20,298.1977926830529
2021-07-21,302.99059464787194
2021-07-22,290.3805268197007
2021-07-23,300.30827891114365
2021-07-24,298.4094180747072
2021-07-25,252.31015283293084
2021-07-26,289.22208818691956
2021-07-27,303.42309964932707
2021-07-28,299.45202249396925
2021-07-29,279.9731512256179
2021-07-30,270.74045336962905
2021-07-31,264.0963818658954
2021-08-01,283.45838160829857
2021-08-02,308.3653273554703
2021-08-03,246.29956168099272
2021-08-04,271.7775864007519
2021-08-05,261.8272274969831
2021-08-06,299.97857355927414
2021-08-07,272.85787818728363
2021-08-08,274.20467381264433
2021-08-09,278.96070554373995
2021-08-10,291.8989480323965
2021-08-11,274.84400492312426
2021-08-12,221.47913839514536
2021-08-13,292.9881587723248
2021-08-14,290.6325996384942
2021-08-15,277.2008258515839
2021-08-16,259.66109164741243
2021-08-17,288.13805789969206
2021-08-18,288.4584311399034
2021-08-19,271.25513678072167
2021-08-20,276.1142209927107
2021-08-21,261.6499278944613
2021-08-22,276.4968014780292
2021-08-23,248.88700253617554
2021-08-24,288.0806122269397
2021-08-25,260.6973086665536
2021-08-26,284.20913298709013
2021-08-27,251.20230114483928
2021-08-28,267.407139321723
2021-08-29,276.8976220447269
2021-08-30,245.805055092475
2021-08-31,281.24630768131084
2021-09-01,271.297486231593
2021-09-02,243.98331607344906
2021-09-03,252.7286258182425
2021-09-04,290.87208098051434
2021-09-05,296.6702702340616
2021-09-06,276.12383314261217
2021-09-07,286.8735891844156
2021-09-08,283.2851662068319
2021-09-09,285.4443909445371
2021-09-10,304.6290374843685
2021-09-11,248.8406963273807
2021-09-12,292.5951539114641
2021-09-13,271.5250861254145
2021-09-14,274.7935423377485
2021-09-15,273.3613866384902
2021-09-16,272.04537399502317
2021-09-17,255.1806686159916
2021-09-18,283.54205554029164
2021-09-19,313.4792719639136
2021-09-20,279.13740468608967
2021-09-21,280.4465811448235
2021-09-22,266.9571260466196
2021-09-23,278.59708897698783
2021-09-24,290.52806596598566
2021-09-25,274.07276234320705
2021-09-26,272.6891476072332
2021-09-27,290.13290307963
2021-09-28,264.02468594765503
2021-09-29,287.76668243411024
2021-09-30,299.46996374308515
2021-10-01,310.6240913810267
2021-10-02,281.9938890933661
2021-10-03,311.54469537570264
2021-10-04,305.2869746170576
2021-10-05,265.0953432860293
2021-10-06,261.09642151328944
2021-10-07,279.80627025437843
2021-10-08,306.9493345408178
2021-10-09,285.40466705790254
2021-10-10,275.3317054942682
2021-10-11,318.89879833414284
2021-10-12,294.11568862091565
2021-10-13,242.50391658698442
2021-10-14,295.8117057489678
2021-10-15,300.43642898423013
2021-10-16,295.12928579572036
2021-10-17,300.2071592037188
2021-10-18,290.4774496882921
2021-10-19,266.0792567923476
2021-10-20,285.6713973678868
2021-10-21,274.8254747990853
2021-10-22,275.74921075392496
2021-10-23,269.82273605360655
2021-10-24,304.82770148522604
2021-10-25,298.4433043209036
2021-10-26,288.24307973182476
2021-10-27,284.9540723920038
2021-10-28,298.22014180947025
2021-10-29,321.03348710161123
2021-10-30,260.13936527299217
2021-10-31,308.54827432437366
2021-11-01,290.89642105334275
2021-11-02,264.93158377517614
2021-11-03,264.53447010979136
2021-11-04,286.0305476574512
2021-11-05,309.5264091128406
2021-11-06,313.8596481949872
2021-11-07,288.09295340711685
2021-11-08,328.0990730634853
2021-11-09,337.11611025349566
2021-11-10,317.4875200352996
2021-11-11,298.65848270392786
2021-11-12,333.90690259305075
2021-11-13,327.46948285639166
2021-11-14,330.6636632072799
2021-11-15,301.1509090851107
2021-11-16,258.56430404420666
2021-11-17,358.5767893744262
2021-11-18,285.01915509894303
2021-11-19,317.5271085639236
2021-11-20,366.8729266895408
2021-11-21,326.8947146015265
2021-11-22,340.3026833733222
2021-11-23,292.3136132344633
2021-11-24,287.8610114887944
2021-11-25,313.82191222287867
2021-11-26,347.36118541294684
2021-11-27,319.6998207311385
2021-11-28,311.81888714777375
2021-11-29,332.76573438039355
2021-11-30,351.54762293036464
2021-12-01,302.1201810676112
2021-12-02,307.9255074724741
2021-12-03,317.4874575290537
2021-12-04,356.28495337525777
2021-12-05,340.22660066314245
2021-12-06,379.31763465613557
2021-12-07,356.55405843531906
2021-12-08,338.2797663330746
2021-12-09,365.445466603543
2021-12-10,345.5415679357733
2021-12-11,328.38615856375264
2021-12-12,357.2620411975441
2021-12-13,330.9187298908771
2021-12-14,340.22455734445845
2021-12-15,373.7796638506735
2021-12-16,346.3939201317148
2021-12-17,333.556045368395
2021-12-18,341.53497874025993
2021-12-19,372.4636917411735
2021-12-20,342.1862528659872
2021-12-21,346.7116244840501
2021-12-22,345.45769960790324
2021-12-23,360.5588635185858
2021-12-24,350.3893915886161
2021-12-25,327.2830799929263
2021-12-26,342.79832387462864
2021-12-27,343.10957728181
2021-12-28,387.8561805836481
2021-12-29,380.4684733204042
2021-12-30,377.1858896432184
2021-12-31,356.5595003213785
2022-01-01,351.5768004382319
2022-01-02,358.9679888219626
2022-01-03,349.3059383877546
2022-01-04,421.51198305313466
2022-01-05,327.8849576543758
2022-01-06,385.29370306243237
2022-01-07,349.54310057735455
2022-01-08,374.3661098716599
2022-01-09,357.90974008288276
2022-01-10,355.3317126626176
2022-01-11,357.2923409803123
2022-01-12,416.40517637877446
2022-01-13,379.85183231817166
2022-01-14,368.40041632854394
2022-01-15,396.029522758928
2022-01-16,386.3163096931454
2022-01-17,401.7015091596306
2022-01-18,352.002937246478
2022-01-19,395.7428671099313
2022-01-20,406.3026444614793
2022-01-21,358.78973982990624
2022-01-22,402.15332918003185
2022-01-23,428.27529491942846
2022-01-24,395.21103534754246
2022-01-25,413.0868856291029
2022-01-26,411.2145721953836
2022-01-27,384.79103350210573
2022-01-28,400.8678254058222
2022-01-29,369.8570717611601
2022-01-30,393.28828754220405
2022-01-31,408.73817427183855
2022-02-01,418.98895462659505
2022-02-02,406.1139622690878
2022-02-03,421.1081982521118
2022-02-04,385.72901834996895
2022-02-05,406.823419779766
2022-02-06,410.3045704401262
2022-02-07,447.96361364482846
2022-02-08,407.7322463071741
2022-02-09,403.0698210974106
2022-02-10,414.50233814505845
2022-02-11,396.70859443480634
2022-02-12,419.9516871466958
2022-02-13,409.79126005765545
2022-02-14,382.2513882228089
2022-02-15,417.8814197261147
2022-02-16,413.66695647454776
2022-02-17,388.32329834884877
2022-02-18,420.5721313381994
2022-02-19,452.6339165147328
2022-02-20,434.1936199626792
2022-02-21,436.9154368647829
2022-02-22,398.744745586452
2022-02-23,435.9987158511052
2022-02-24,430.30393544554954
2022-02-25,438.7780201030422
2022-02-26,437.4996882273527
2022-02-27,402.6891870501864
2022-02-28,429.8820164274088
2022-03-01,416.36525559113153
2022-03-02,431.3209075402811
2022-03-03,415.1616352123262
2022-03-04,460.13314813679176
2022-03-05,417.46528165454714
2022-03-06,417.41365925741104
2022-03-07,437.6186744787654
2022-03-08,415.3059705326023
2022-03-09,429.06214765224286
2022-03-10,421.649938346922
2022-03-11,467.1527456413129
2022-03-12,455.3116191597456
2022-03-13,439.09846553172963
2022-03-14,433.06181810461067
2022-03-15,460.32872375808387
2022-03-16,450.224497740712
2022-03-17,452.6772687206921
2022-03-18,442.77387189363554
2022-03-19,410.1002395547906
2022-03-20,442.1682115793429
2022-03-21,434.3059360883032
2022-03-22,458.38050406935923
2022-03-23,466.2253253457931
2022-03-24,433.32390522900727
2022-03-25,456.3304133299536
2022-03-26,482.1453702755808
2022-03-27,434.5238871767697
2022-03-28,481.9521720413454
2022-03-29,431.6828395024931
2022-03-30,449.599777865924
2022-03-31,449.3088918575915
2022-04-01,450.1381907832975
2022-04-02,433.5162446973177
2022-04-03,438.7929213654719
2022-04-04,437.59414626210935
2022-04-05,457.80497296505735
2022-04-06,458.1688071952663
2022-04-07,496.3746088108046
2022-04-08,479.54837601385066
2022-04-09,442.1898885852136
2022-04-10,459.1276188595042
2022-04-11,472.8014109496431
2022-04-12,453.68530472503886
2022-04-13,451.88009045625813
2022-04-14,454.4895606335915
2022-04-15,470.97427345785
2022-04-16,436.8186065489798
2022-04-17,447.41356270933824
2022-04-18,463.4632752074817
2022-04-19,460.3970095274456
2022-04-20,459.0590492662295
2022-04-21,446.95664571559104
2022-04-22,473.87469177342143
2022-04-23,497.1587669754418
2022-04-24,462.6533482662838
2022-04-25,450.6914463587309
2022-04-26,469.68613317301265
2022-04-27,443.7915300752383
2022-04-28,439.56984714040436
2022-04-29,455.1960273851188
2022-04-30,402.8469606443007
2022-05-01,431.3738885711017
2022-05-02,447.4307459964074
2022-05-03,427.2465048405188
2022-05-04,433.57306114944527
2022-05-05,445.39007434505936
2022-05-06,421.15246799252395
2022-05-07,445.76482737769277
2022-05-08,443.0432515596369
2022-05-09,454.10720169473063
2022-05-10,476.5214245053686
2022-05-11,456.71483834341484
2022-05-12,453.5015158152268
2022-05-13,454.8735720697261
2022-05-14,457.2253944010168
2022-05-15,432.12483989194635
2022-05-16,449.9353711518525
2022-05-17,458.16653410921447
2022-05-18,424.326487264264
2022-05-19,468.7946513045971
2022-05-20,472.8389330779227
2022-05-21,438.3038140732017
2022-05-22,445.8147926181543
2022-05-23,432.77844346263134
2022-05-24,464.02124606261685
2022-05-25,428.491460608675
2022-05-26,444.9397224097652
2022-05-27,431.87551204271574
2022-05-28,449.7291422680406
2022-05-29,412.4733269081971
2022-05-30,474.5269224700223
2022-05-31,428.3374750849322
2022-06-01,448.4517651565321
2022-06-02,442.62025208559913
2022-06-03,431.23805957446694
2022-06-04,428.3274031755809
2022-06-05,464.4068781251036
2022-06-06,434.7554699766215
2022-06-07,450.27476327736287
2022-06-08,428.39843457242443
2022-06-09,431.05592487438463
2022-06-10,453.01008159303984
2022-06-11,461.7335344142065
2022-06-12,439.17414172678656
2022-06-13,413.79229707973604
2022-06-14,481.73540182808097
2022-06-15,424.186483668336
2022-06-16,410.02275951967704
2022-06-17,492.27613045977506
2022-06-18,431.83646411853016
2022-06-19,410.20851529443286
2022-06-20,425.2972692452295
2022-06-21,445.8369441017007
2022-06-22,441.8095954974348
2022-06-23,420.48368640320507
2022-06-24,473.4854881811244
2022-06-25,426.11026090580634
2022-06-26,412.35730659587097
2022-06-27,454.77268964778136
2022-06-28,461.6467153196312
2022-06-29,418.22134102210293
2022-06-30,406.0493642784244
2022-07-01,454.18980012425345
2022-07-02,392.1391596295661
2022-07-03,408.05792333952377
2022-07-04,451.44438669324404
2022-07-05,430.4941573173814
2022-07-06,425.82909801624476
2022-07-07,437.6719603924522
2022-07-08,427.0693237300847
2022-07-09,403.6619160448397
2022-07-10,454.66990323851354
2022-07-11,455.16358337884697
2022-07-12,432.2872717609706
2022-07-13,428.6032823943038
2022-07-14,474.0159937274068
2022-07-15,421.22089977080105
2022-07-16,421.0874883255739
2022-07-17,433.10178413836405
2022-07-18,454.77563595649326
2022-07-19,456.7458015219355
2022-07-20,419.2645195205864
2022-07-21,430.15282181252655
2022-07-22,395.97963283340096
2022-07-23,416.8620059170597
